seqName	start	ende	direction	type1	type2	Name	product	locus_tag
NC_003112.2	27852	29690	-	CDS	gene	glmS	glutamine--fructose-6-phosphate transaminase (isomerizing)	NMB0031
NC_003112.2	29972	30493	+	CDS	gene	NMB_RS00175	hypothetical protein	NMB0032
NC_003112.2	30608	30787	+	CDS	pseudogene	NMB_RS00180	hypothetical protein	
NC_003112.2	30911	32236	-	CDS	gene	NMB_RS00185	murein transglycosylase A	NMB0033
NC_003112.2	32447	33286	+	CDS	gene	NMB_RS00190	FTR1 family iron permease	NMB0034
NC_003112.2	33283	34449	+	CDS	gene	NMB_RS00195	iron uptake system protein EfeO	NMB0035
NC_003112.2	34713	35978	+	CDS	gene	efeB	deferrochelatase/peroxidase EfeB	NMB0036
NC_003112.2	36050	36379	-	CDS	gene	NMB_RS00205	alkylphosphonate utilization protein	NMB0037
NC_003112.2	36454	37824	-	CDS	gene	glmU	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	NMB0038
NC_003112.2	37879	38151	-	CDS	gene	NMB_RS00215	hypothetical protein	NMB0039
NC_003112.2	38144	38857	-	CDS	gene	NMB_RS00220	pyrimidine 5'-nucleotidase	NMB0040
NC_003112.2	38916	39917	+	CDS	gene	NMB_RS00225	thiamine ABC transporter substrate-binding protein	NMB0041
NC_003112.2	40011	40859	+	CDS	gene	NMB_RS00230	mechanosensitive ion channel family protein	NMB0042
NC_003112.2	40885	41370	+	CDS	gene	NMB_RS00235	CinA family protein	NMB0043
NC_003112.2	41472	43040	-	CDS	gene	msrAB	bifunctional peptide-methionine (S)-S-oxide reductase MsrA/peptide-methionine (R)-S-oxide reductase MsrB	NMB0044
NC_003112.2	43186	44451	+	CDS	gene	ftsY	signal recognition particle-docking protein FtsY	NMB0045
NC_003112.2	45079	45363	+	CDS	gene	NMB_RS00250	GIY-YIG nuclease family protein	NMB0047
NC_003112.2	48123	48260	+	CDS	gene	NMB_RS11280	hypothetical protein	
NC_003112.2	48260	51289	+	CDS	gene	NMB_RS00255	pilus assembly protein	NMB0049
NC_003112.2	53030	55180	-	CDS	gene	yccS	TIGR01666 family membrane protein	NMB0050
NC_003112.2	55466	56692	-	CDS	gene	NMB_RS00265	PilT/PilU family type 4a pilus ATPase	NMB0051
NC_003112.2	56855	57898	-	CDS	gene	NMB_RS00270	type IV pilus twitching motility protein PilT	NMB0052
NC_003112.2	58018	58704	+	CDS	gene	NMB_RS00275	YggS family pyridoxal phosphate-dependent enzyme	NMB0053
NC_003112.2	58704	59111	+	CDS	gene	NMB_RS00280	hypothetical protein	NMB0054
NC_003112.2	59160	59951	+	CDS	gene	NMB_RS00285	pyrroline-5-carboxylate reductase	NMB0055
NC_003112.2	60098	60514	+	CDS	gene	dksA	RNA polymerase-binding protein DksA	NMB0056
NC_003112.2	60969	62516	+	exon	rRNA	NMB_RS00295	16S ribosomal RNA	NMrrnaA16S
NC_003112.2	62614	62690	+	exon	tRNA	NMB_RS00300	tRNA-Ile	NMBt02
NC_003112.2	62696	62771	+	exon	tRNA	NMB_RS00305	tRNA-Ala	NMBt03
NC_003112.2	63173	66070	+	exon	rRNA	NMB_RS00310	23S ribosomal RNA	NMrrnaA23S
NC_003112.2	66165	66278	+	exon	rRNA	rrf	5S ribosomal RNA	NMrrnaA5S
NC_003112.2	66414	66710	+	CDS	gene	NMB_RS00320	ComEA family DNA-binding protein	NMB0057
NC_003112.2	66979	68100	+	CDS	gene	dnaJ	molecular chaperone DnaJ	NMB0059
NC_003112.2	68296	70314	+	CDS	gene	NMB_RS00330	oligopeptide transporter%2C OPT family	NMB0060
NC_003112.2	70358	70930	-	CDS	gene	rfbC	dTDP-4-dehydrorhamnose 3%2C5-epimerase	NMB0061
NC_003112.2	70969	71835	-	CDS	gene	rfbA	glucose-1-phosphate thymidylyltransferase RfbA	NMB0062
NC_003112.2	71898	72965	-	CDS	gene	rfbB	dTDP-glucose 4%2C6-dehydratase	NMB0063
NC_003112.2	73081	74100	-	CDS	gene	galE	UDP-glucose 4-epimerase GalE	NMB0064
NC_003112.2	74483	75325	+	CDS	pseudogene	NMB_RS00355	hypothetical protein	NMB0065
NC_003112.2	75694	76428	+	CDS	gene	erm(C)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(C)	NMB0066
NC_003112.2	76646	77290	-	CDS	pseudogene	NMB_RS00365	alpha-2%2C9-polysialyltransferase	NMB0067
NC_003112.2	77374	78423	-	CDS	gene	siaC	polysialic acid capsule biosynthesis protein SiaC	NMB0068
NC_003112.2	78424	79110	-	CDS	gene	NMB_RS00375	N-acylneuraminate cytidylyltransferase	NMB0069
NC_003112.2	79114	80247	-	CDS	gene	neuC	UDP-N-acetylglucosamine 2-epimerase (hydrolyzing)	NMB0070
NC_003112.2	80382	81557	+	CDS	gene	ctrA	capsule polysaccharide export outer membrane protein CtrA	NMB0071
NC_003112.2	81572	82735	+	CDS	gene	ctrB	capsule polysaccharide export protein CtrB	NMB0072
NC_003112.2	82735	83532	+	CDS	gene	NMB_RS00395	ABC transporter permease	NMB0073
NC_003112.2	83529	84179	+	CDS	gene	NMB_RS00400	ABC transporter ATP-binding protein	NMB0074
NC_003112.2	84243	86516	+	CDS	gene	NMB_RS00405	RNA-binding transcriptional accessory protein	NMB0075
NC_003112.2	86547	87549	+	CDS	pseudogene	dcm	DNA (cytosine-5-)-methyltransferase	NMB0076
NC_003112.2	87542	87886	+	CDS	gene	NMB_RS00415	DNA adenine methylase	NMB0077
NC_003112.2	87965	88585	+	CDS	pseudogene	galE	UDP-glucose 4-epimerase GalE	NMB0078
NC_003112.2	88701	89768	+	CDS	gene	rfbB	dTDP-glucose 4%2C6-dehydratase	NMB0079
NC_003112.2	89831	90697	+	CDS	gene	rfbA	glucose-1-phosphate thymidylyltransferase RfbA	NMB0080
NC_003112.2	90751	91290	+	CDS	gene	rfbC	dTDP-4-dehydrorhamnose 3%2C5-epimerase	NMB0081
NC_003112.2	91315	93429	+	CDS	gene	NMB_RS00440	capsular polysaccharide biosynthesis protein	NMB0082
NC_003112.2	93566	94825	+	CDS	gene	NMB_RS00445	capsule polysaccharide modification protein LipB	NMB0083
NC_003112.2	95192	96597	+	CDS	pseudogene	NMB_RS00450	tetratricopeptide repeat protein	NMB0084
NC_003112.2	96815	98029	+	CDS	gene	gltS	sodium/glutamate symporter	NMB0085
NC_003112.2	98128	99144	+	CDS	gene	NMB_RS00460	DUF1311 domain-containing protein	NMB0086
NC_003112.2	99155	99352	+	CDS	gene	NMB_RS00465	hypothetical protein	NMB0087
NC_003112.2	99370	99519	+	CDS	gene	NMB_RS11285	hypothetical protein	
NC_003112.2	99519	99698	+	CDS	pseudogene	NMB_RS00470	hypothetical protein	
NC_003112.2	99777	101177	-	CDS	gene	NMB_RS00475	transporter	NMB0088
NC_003112.2	101231	101458	-	CDS	gene	NMB_RS00480	hypothetical protein	
NC_003112.2	101492	102964	-	CDS	gene	pyk	pyruvate kinase	NMB0089
NC_003112.2	103224	103896	+	CDS	pseudogene	NMB_RS00490	IS1595 family transposase	NMB0090
NC_003112.2	104406	104642	+	CDS	gene	NMB_RS00495	hypothetical protein	NMB0091
NC_003112.2	105683	105853	+	CDS	gene	NMB_RS11290	hypothetical protein	NMB0096
NC_003112.2	105867	106673	+	CDS	pseudogene	NMB_RS00500	hemolysin D	
NC_003112.2	106824	107317	+	CDS	pseudogene	NMB_RS00505	HlyD family efflux transporter periplasmic adaptor subunit	
NC_003112.2	107320	107825	+	CDS	pseudogene	NMB_RS00510	peptidase domain-containing ABC transporter	
NC_003112.2	107835	109406	+	CDS	gene	NMB_RS00515	peptidase domain-containing ABC transporter	NMB0098
NC_003112.2	109488	109790	-	CDS	gene	NMB_RS00520	hypothetical protein	
NC_003112.2	109857	110528	+	CDS	pseudogene	NMB_RS00525	IS1595 family transposase	NMB0101
NC_003112.2	110582	111133	+	CDS	gene	NMB_RS00530	hypothetical protein	NMB0102
NC_003112.2	111409	112100	-	CDS	pseudogene	NMB_RS00535	peptidase C39	NMB0103
NC_003112.2	112406	112963	-	CDS	gene	NMB_RS00540	hypothetical protein	NMB0104
NC_003112.2	113207	113365	-	CDS	gene	NMB_RS11295	hypothetical protein	
NC_003112.2	113362	114204	-	CDS	gene	NMB_RS00545	GNAT family N-acetyltransferase	NMB0105
NC_003112.2	114443	115363	+	CDS	gene	pyrB	aspartate carbamoyltransferase	NMB0106
NC_003112.2	115373	115831	+	CDS	gene	NMB_RS00555	aspartate carbamoyltransferase regulatory subunit	NMB0107
NC_003112.2	115896	116561	+	CDS	gene	NMB_RS00560	hypothetical protein	NMB0108
NC_003112.2	116624	117841	-	CDS	gene	NMB_RS00565	LysM peptidoglycan-binding domain-containing protein	NMB0109
NC_003112.2	117983	118528	+	CDS	gene	def	peptide deformylase	NMB0110
NC_003112.2	118615	119541	+	CDS	gene	NMB_RS00575	methionyl-tRNA formyltransferase	NMB0111
NC_003112.2	119620	120879	+	CDS	gene	rsmB	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	NMB0112
NC_003112.2	120845	121441	+	CDS	gene	NMB_RS00585	DUF4390 domain-containing protein	NMB0113
NC_003112.2	121441	123561	+	CDS	gene	NMB_RS00590	PAS domain-containing sensor histidine kinase	NMB0114
NC_003112.2	123554	124831	+	CDS	gene	NMB_RS00595	sigma-54-dependent Fis family transcriptional regulator	NMB0115
NC_003112.2	124922	126115	+	CDS	gene	dprA	DNA-protecting protein DprA	NMB0116
NC_003112.2	126141	126602	+	CDS	gene	NMB_RS00605	DUF494 family protein	NMB0117
NC_003112.2	126674	128980	+	CDS	gene	topA	type I DNA topoisomerase	NMB0118
NC_003112.2	129053	129745	-	CDS	gene	NMB_RS00615	hypothetical protein	NMB0119
NC_003112.2	129768	130319	-	CDS	gene	NMB_RS00620	hypothetical protein	NMB0120
NC_003112.2	130438	130815	+	CDS	gene	NMB_RS00625	helix-turn-helix transcriptional regulator	NMB0121
NC_003112.2	130904	131473	+	CDS	gene	rsmD	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	NMB0122
NC_003112.2	131596	131847	+	CDS	gene	NMB_RS00635	YfhL family 4Fe-4S dicluster ferredoxin	NMB0123
NC_003112.2	131944	132027	+	exon	tRNA	NMB_RS00640	tRNA-Tyr	NMBt04
NC_003112.2	132058	132131	+	exon	tRNA	NMB_RS00645	tRNA-Gly	NMBt05
NC_003112.2	132141	132215	+	exon	tRNA	NMB_RS00650	tRNA-Thr	NMBt06
NC_003112.2	132264	133448	+	CDS	gene	tuf	elongation factor Tu	NMB0124
NC_003112.2	133455	133530	+	exon	tRNA	NMB_RS00660	tRNA-Trp	NMBt07
NC_003112.2	133645	133923	+	CDS	gene	secE	preprotein translocase subunit SecE	NMB0125
NC_003112.2	133925	134461	+	CDS	gene	nusG	transcription termination/antitermination protein NusG	NMB0126
NC_003112.2	134562	134996	+	CDS	gene	rplK	50S ribosomal protein L11	NMB0127
NC_003112.2	134996	135691	+	CDS	gene	rplA	50S ribosomal protein L1	NMB0128
NC_003112.2	135921	136421	+	CDS	gene	rplJ	50S ribosomal protein L10	NMB0130
NC_003112.2	136479	136850	+	CDS	gene	rplL	50S ribosomal protein L7/L12	NMB0131
NC_003112.2	137040	141218	+	CDS	gene	rpoB	DNA-directed RNA polymerase subunit beta	NMB0132
NC_003112.2	141375	145550	+	CDS	gene	rpoC	DNA-directed RNA polymerase subunit beta'	NMB0133
NC_003112.2	145842	146099	+	CDS	gene	NMB_RS00705	hypothetical protein	NMB0134
NC_003112.2	146096	146245	+	CDS	gene	NMB_RS00710	DUF560 domain-containing protein	NMB0135
NC_003112.2	146424	146795	+	CDS	gene	rpsL	30S ribosomal protein S12	NMB0136
NC_003112.2	146913	147383	+	CDS	gene	rpsG	30S ribosomal protein S7	NMB0137
NC_003112.2	147402	149507	+	CDS	gene	fusA	elongation factor G	NMB0138
NC_003112.2	149593	150777	+	CDS	gene	tuf	elongation factor Tu	NMB0139
NC_003112.2	150795	151106	+	CDS	gene	rpsJ	30S ribosomal protein S10	NMB0140
NC_003112.2	151248	151520	+	CDS	pseudogene	NMB_RS00740	transposase	NMB0141
NC_003112.2	151784	152428	+	CDS	gene	rplC	50S ribosomal protein L3	NMB0142
NC_003112.2	152428	153048	+	CDS	gene	rplD	50S ribosomal protein L4	NMB0143
NC_003112.2	153039	153359	+	CDS	gene	rplW	50S ribosomal protein L23	NMB0144
NC_003112.2	153365	154198	+	CDS	gene	rplB	50S ribosomal protein L2	NMB0145
NC_003112.2	154205	154483	+	CDS	gene	rpsS	30S ribosomal protein S19	NMB0146
NC_003112.2	154492	154821	+	CDS	gene	rplV	50S ribosomal protein L22	NMB0147
NC_003112.2	154831	155523	+	CDS	gene	rpsC	30S ribosomal protein S3	NMB0148
NC_003112.2	155507	155923	+	CDS	gene	rplP	50S ribosomal protein L16	NMB0149
NC_003112.2	155923	156114	+	CDS	gene	rpmC	50S ribosomal protein L29	NMB0150
NC_003112.2	156114	156377	+	CDS	gene	rpsQ	30S ribosomal protein S17	NMB0151
NC_003112.2	156599	156967	+	CDS	gene	rplN	50S ribosomal protein L14	NMB0152
NC_003112.2	156979	157302	+	CDS	gene	rplX	50S ribosomal protein L24	NMB0153
NC_003112.2	157312	157851	+	CDS	gene	rplE	50S ribosomal protein L5	NMB0154
NC_003112.2	157854	158159	+	CDS	gene	rpsN	30S ribosomal protein S14	NMB0155
NC_003112.2	158175	158567	+	CDS	gene	rpsH	30S ribosomal protein S8	NMB0156
NC_003112.2	158581	159114	+	CDS	gene	rplF	50S ribosomal protein L6	NMB0157
NC_003112.2	159128	159481	+	CDS	gene	rplR	50S ribosomal protein L18	NMB0158
NC_003112.2	159500	160018	+	CDS	gene	rpsE	30S ribosomal protein S5	NMB0159
NC_003112.2	160011	160196	+	CDS	gene	rpmD	50S ribosomal protein L30	NMB0160
NC_003112.2	160198	160632	+	CDS	gene	rplO	50S ribosomal protein L15	NMB0161
NC_003112.2	160644	161954	+	CDS	gene	secY	preprotein translocase subunit SecY	NMB0162
NC_003112.2	161959	162177	+	CDS	gene	infA	translation initiation factor IF-1	NMB0163
NC_003112.2	162198	162311	+	CDS	gene	rpmJ	50S ribosomal protein L36	NMB0164
NC_003112.2	162377	162739	+	CDS	gene	rpsM	30S ribosomal protein S13	NMB0165
NC_003112.2	162759	163154	+	CDS	gene	rpsK	30S ribosomal protein S11	NMB0166
NC_003112.2	163174	163794	+	CDS	gene	rpsD	30S ribosomal protein S4	NMB0167
NC_003112.2	163820	164806	+	CDS	gene	rpoA	DNA-directed RNA polymerase subunit alpha	NMB0168
NC_003112.2	164830	165198	+	CDS	gene	rplQ	50S ribosomal protein L17	NMB0169
NC_003112.2	165345	166058	+	CDS	gene	minC	septum site-determining protein MinC	NMB0170
NC_003112.2	166086	166901	+	CDS	gene	minD	septum site-determining protein MinD	NMB0171
NC_003112.2	166905	167168	+	CDS	gene	minE	cell division topological specificity factor MinE	NMB0172
NC_003112.2	167172	168092	+	CDS	gene	oxyR	LysR family transcriptional regulator OxyR	NMB0173
NC_003112.2	168089	168280	-	CDS	gene	NMB_RS00905	hypothetical protein	
NC_003112.2	168422	171259	-	CDS	gene	NMB_RS00910	valine--tRNA ligase	NMB0174
NC_003112.2	171356	172165	-	CDS	gene	zupT	zinc transporter ZupT	NMB0175
NC_003112.2	172346	173602	-	CDS	gene	NMB_RS00920	D-amino acid dehydrogenase	NMB0176
NC_003112.2	173681	175072	-	CDS	gene	NMB_RS00925	sodium:alanine symporter family protein	NMB0177
NC_003112.2	175429	176205	-	CDS	gene	lpxA	acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase	NMB0178
NC_003112.2	176292	176741	-	CDS	gene	fabZ	3-hydroxyacyl-ACP dehydratase FabZ	NMB0179
NC_003112.2	176775	177821	-	CDS	gene	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	NMB0180
NC_003112.2	177854	178354	-	CDS	gene	NMB_RS00945	OmpH family outer membrane protein	NMB0181
NC_003112.2	178420	180813	-	CDS	gene	bamA	outer membrane protein assembly factor BamA	NMB0182
NC_003112.2	180870	182210	-	CDS	gene	rseP	RIP metalloprotease RseP	NMB0183
NC_003112.2	182245	183429	-	CDS	gene	NMB_RS00960	1-deoxy-D-xylulose-5-phosphate reductoisomerase	NMB0184
NC_003112.2	183485	184282	-	CDS	gene	NMB_RS00965	phosphatidate cytidylyltransferase	NMB0185
NC_003112.2	184285	185031	-	CDS	gene	NMB_RS00970	isoprenyl transferase	NMB0186
NC_003112.2	185087	185644	-	CDS	gene	frr	ribosome recycling factor	NMB0187
NC_003112.2	185824	186951	-	CDS	gene	NMB_RS00980	FUSC family protein	NMB0188
NC_003112.2	187027	187102	-	exon	tRNA	NMB_RS00985	tRNA-Thr	NMBt08
NC_003112.2	187123	187329	+	CDS	pseudogene	NMB_RS00990	hypothetical protein	
NC_003112.2	187362	187846	+	CDS	pseudogene	NMB_RS00995	hypothetical protein	NMB0189
NC_003112.2	187942	188565	+	CDS	gene	rsmG	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG	NMB0190
NC_003112.2	188664	189437	+	CDS	gene	NMB_RS01005	ParA family protein	NMB0191
NC_003112.2	190697	191281	-	CDS	gene	rnhB	ribonuclease HII	NMB0192
NC_003112.2	191350	193245	-	CDS	gene	mnmG	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	NMB0193
NC_003112.2	193571	194998	-	CDS	gene	NMB_RS01020	sodium:alanine symporter family protein	NMB0194
NC_003112.2	195158	196147	+	CDS	gene	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	NMB0195
NC_003112.2	197445	200204	-	CDS	gene	NMB_RS01030	Rne/Rng family ribonuclease	NMB0196
NC_003112.2	200328	200620	+	CDS	pseudogene	NMB_RS01035	hypothetical protein	NMB0197
NC_003112.2	200697	201689	+	CDS	gene	NMB_RS01040	RluA family pseudouridine synthase	NMB0198
NC_003112.2	201737	202909	+	CDS	gene	lpxB	lipid-A-disaccharide synthase	NMB0199
NC_003112.2	202917	203075	+	CDS	gene	NMB_RS11300	hypothetical protein	
NC_003112.2	203119	203508	-	CDS	gene	NMB_RS01050	DUF596 domain-containing protein	NMB0200
NC_003112.2	203731	204141	+	CDS	gene	NMB_RS01055	hypothetical protein	NMB0201
NC_003112.2	204405	205214	-	CDS	gene	dapB	4-hydroxy-tetrahydrodipicolinate reductase	NMB0203
NC_003112.2	205224	205601	-	CDS	gene	NMB_RS01065	outer membrane protein assembly factor BamE	NMB0204
NC_003112.2	205616	205757	+	CDS	pseudogene	NMB_RS11395	Fur family transcriptional regulator	
NC_003112.2	205757	206254	+	CDS	gene	fur	ferric iron uptake transcriptional regulator	NMB0205
NC_003112.2	206324	207049	+	CDS	gene	NMB_RS01075	leucyl/phenylalanyl-tRNA--protein transferase	NMB0206
NC_003112.2	207302	208333	-	CDS	gene	gap	type I glyceraldehyde-3-phosphate dehydrogenase	NMB0207
NC_003112.2	208532	209371	-	CDS	gene	NMB_RS01085	RnfABCDGE type electron transport complex subunit B	NMB0208
NC_003112.2	209520	211496	+	CDS	gene	NMB_RS01090	monovalent cation:proton antiporter family protein	NMB0209
NC_003112.2	211566	211641	+	exon	tRNA	NMB_RS01095	tRNA-Val	NMBt09
NC_003112.2	211674	211750	+	exon	tRNA	NMB_RS01100	tRNA-Asp	NMBt10
NC_003112.2	211790	211865	+	exon	tRNA	NMB_RS01105	tRNA-Val	NMBt11
NC_003112.2	211898	211974	+	exon	tRNA	NMB_RS01110	tRNA-Asp	NMBt12
NC_003112.2	212011	212345	+	CDS	pseudogene	NMB_RS01115	DNA methyltransferase	NMB0210
NC_003112.2	212546	212644	+	CDS	gene	NMB_RS01120	hypothetical protein	
NC_003112.2	212715	214100	-	CDS	gene	NMB_RS01125	L-serine ammonia-lyase	NMB0211
NC_003112.2	214197	216587	-	CDS	gene	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	NMB0212
NC_003112.2	216857	217729	+	CDS	gene	NMB_RS01135	mechanosensitive ion channel family protein	NMB0213
NC_003112.2	217817	219853	+	CDS	gene	NMB_RS01140	M3 family metallopeptidase	NMB0214
NC_003112.2	220476	221042	-	CDS	gene	NMB_RS01145	manganese efflux pump MntP family protein	NMB0215
NC_003112.2	221162	221362	-	CDS	gene	NMB_RS01150	hypothetical protein	
NC_003112.2	221438	222952	-	CDS	gene	NMB_RS01155	catalase KatA	NMB0216
NC_003112.2	223300	224151	+	CDS	gene	NMB_RS01160	RNA polymerase sigma-54 factor	NMB0217
NC_003112.2	225071	226201	-	CDS	gene	NMB_RS01165	glycosyltransferase family 4 protein	NMB0218
NC_003112.2	226506	227753	-	CDS	gene	fabF	beta-ketoacyl-ACP synthase II	NMB0219
NC_003112.2	227909	228145	-	CDS	gene	acpP	acyl carrier protein	NMB0220
NC_003112.2	228377	229384	+	CDS	gene	NMB_RS01180	quinone-dependent dihydroorotate dehydrogenase	NMB0221
NC_003112.2	229547	230020	+	CDS	gene	NMB_RS01185	DUF2247 family protein	NMB0222
NC_003112.2	230147	230365	+	CDS	gene	NMB_RS01190	hypothetical protein	NMB0223
NC_003112.2	230563	233253	+	CDS	gene	glnE	bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase	NMB0224
NC_003112.2	233555	234520	-	CDS	gene	NMB_RS01200	IS30-like element IS1655 family transposase	NMB0225
NC_003112.2	234785	235477	-	CDS	gene	NMB_RS01205	M48 family metallopeptidase	NMB0226
NC_003112.2	235585	236778	-	CDS	gene	NMB_RS01210	divalent metal cation transporter	NMB0227
NC_003112.2	236907	237644	-	CDS	gene	pxpA	5-oxoprolinase subunit PxpA	NMB0228
NC_003112.2	237631	238559	-	CDS	pseudogene	NMB_RS01220	biotin-dependent carboxyltransferase family protein	NMB0229
NC_003112.2	238556	239203	-	CDS	gene	pxpB	5-oxoprolinase subunit PxpB	NMB0230
NC_003112.2	239387	241594	+	CDS	gene	uvrD	DNA helicase II	NMB0232
NC_003112.2	242118	242657	+	CDS	gene	NMB_RS01235	SMI1/KNR4 family protein	NMB0234
NC_003112.2	242898	243059	-	CDS	gene	NMB_RS11305	hypothetical protein	NMB0235
NC_003112.2	243067	243270	-	CDS	gene	NMB_RS01240	hypothetical protein	NMB0236
NC_003112.2	243183	243542	-	CDS	gene	NMB_RS01245	immunity 8 family protein	NMB0237
NC_003112.2	243595	243859	+	CDS	pseudogene	NMB_RS01250	transposase	NMB0238
NC_003112.2	244058	244678	+	CDS	gene	NMB_RS01255	fused MFS/spermidine synthase	NMB0239
NC_003112.2	244701	246152	+	CDS	gene	NMB_RS01260	spermidine synthase	NMB0240
NC_003112.2	246253	246465	-	CDS	pseudogene	NMB_RS01265	hypothetical protein	
NC_003112.2	246614	246970	+	CDS	gene	NMB_RS01270	NADH-quinone oxidoreductase subunit A	NMB0241
NC_003112.2	246961	247443	+	CDS	gene	NMB_RS01275	NADH-quinone oxidoreductase subunit B	NMB0242
NC_003112.2	247456	248049	+	CDS	gene	NMB_RS01280	NADH-quinone oxidoreductase subunit C	NMB0243
NC_003112.2	248039	249295	+	CDS	gene	nuoD	NADH dehydrogenase (quinone) subunit D	NMB0244
NC_003112.2	249295	249768	+	CDS	gene	nuoE	NADH-quinone oxidoreductase subunit NuoE	NMB0245
NC_003112.2	250158	251459	+	CDS	gene	nuoF	NADH-quinone oxidoreductase subunit NuoF	NMB0246
NC_003112.2	251459	251896	+	CDS	gene	NMB_RS01300	hypothetical protein	NMB0247
NC_003112.2	252140	252421	+	CDS	gene	NMB_RS01305	GIY-YIG nuclease family protein	NMB0248
NC_003112.2	252733	254994	+	CDS	gene	NMB_RS01310	NADH-quinone oxidoreductase subunit G	NMB0249
NC_003112.2	254997	256073	+	CDS	gene	nuoH	NADH-quinone oxidoreductase subunit NuoH	NMB0250
NC_003112.2	256154	256633	+	CDS	gene	nuoI	NADH-quinone oxidoreductase subunit NuoI	NMB0251
NC_003112.2	256664	257371	+	CDS	gene	NMB_RS01325	hypothetical protein	NMB0252
NC_003112.2	257407	258078	+	CDS	gene	NMB_RS01330	NADH-quinone oxidoreductase subunit J	NMB0253
NC_003112.2	258075	258380	+	CDS	gene	nuoK	NADH-quinone oxidoreductase subunit NuoK	NMB0254
NC_003112.2	258444	258989	+	CDS	gene	NMB_RS01340	Fic family protein	NMB0255
NC_003112.2	259113	259454	+	CDS	gene	NMB_RS01345	hypothetical protein	NMB0256
