seqName	start	ende	direction	type1	type2	Name	product	locus_tag
NC_002946.2	153500	154435	+	CDS	gene	hemC	hydroxymethylbilane synthase	NGO_0146
NC_002946.2	154721	155086	-	CDS	pseudogene	NGO_RS00730	transposase	NGO_00790
NC_002946.2	155508	155828	+	CDS	gene	NGO_RS00735	hypothetical protein	
NC_002946.2	155779	156267	+	CDS	gene	NGO_RS00740	transposase	NGO_0146a
NC_002946.2	156345	157430	-	CDS	gene	NGO_RS00745	tryptophan 7-halogenase	NGO_0147
NC_002946.2	157367	157582	-	CDS	gene	NGO_RS00750	FAD-dependent monooxygenase	NGO_0148
NC_002946.2	157762	159135	-	CDS	gene	NGO_RS00755	DEAD/DEAH box helicase	NGO_0149
NC_002946.2	159349	160353	+	CDS	gene	dusB	tRNA dihydrouridine synthase DusB	NGO_0151
NC_002946.2	160366	160515	+	CDS	gene	NGO_RS11045	hypothetical protein	
NC_002946.2	160542	160781	+	CDS	gene	NGO_RS00765	Fis family transcriptional regulator	NGO_0152
NC_002946.2	160784	161320	+	CDS	gene	ruvC	crossover junction endodeoxyribonuclease RuvC	NGO_0153
NC_002946.2	161359	162240	+	CDS	gene	NGO_RS00775	lipid A biosynthesis lauroyl acyltransferase	NGO_0154
NC_002946.2	162843	163028	+	CDS	gene	NGO_RS00780	hypothetical protein	NGO_0155
NC_002946.2	163144	163938	+	CDS	gene	NGO_RS00785	3'-5' exonuclease	NGO_0156
NC_002946.2	164163	166766	+	CDS	gene	pepN	aminopeptidase N	NGO_0158
NC_002946.2	166828	167480	+	CDS	pseudogene	NGO_RS00795	IS1595 family transposase	NGO_0158a
NC_002946.2	167614	167805	-	CDS	gene	NGO_RS00800	hypothetical protein	NGO_0160
NC_002946.2	167838	168305	-	CDS	gene	NGO_RS00805	hypothetical protein	NGO_0161
NC_002946.2	168362	168700	-	CDS	gene	NGO_RS11050	hypothetical protein	
NC_002946.2	168745	169122	-	CDS	gene	NGO_RS00815	hypothetical protein	NGO_0163
NC_002946.2	169180	169545	-	CDS	gene	NGO_RS00820	hypothetical protein	NGO_0164
NC_002946.2	169527	170066	-	CDS	gene	NGO_RS00825	hypothetical protein	NGO_0165
NC_002946.2	170109	170975	-	CDS	gene	NGO_RS00830	hypothetical protein	NGO_0166
NC_002946.2	171195	172121	-	CDS	gene	NGO_RS00835	zinc ABC transporter substrate-binding protein	NGO_0168
NC_002946.2	172198	173073	-	CDS	gene	NGO_RS00840	metal ABC transporter permease	NGO_0169
NC_002946.2	173108	173863	-	CDS	gene	NGO_RS00845	metal ABC transporter ATP-binding protein	NGO_0170
NC_002946.2	174154	174519	-	CDS	gene	rplS	50S ribosomal protein L19	NGO_0171
NC_002946.2	174534	175283	-	CDS	gene	trmD	tRNA (guanosine(37)-N1)-methyltransferase TrmD	NGO_0172
NC_002946.2	175283	175792	-	CDS	gene	rimM	ribosome maturation factor RimM	NGO_0173
NC_002946.2	175808	176053	-	CDS	gene	rpsP	30S ribosomal protein S16	NGO_0174
NC_002946.2	176098	178521	-	CDS	pseudogene	NGO_RS00870	bifunctional acetate--CoA ligase family protein/GNAT family N-acetyltransferase	NGO_0174a
NC_002946.2	178639	180045	-	CDS	gene	NGO_RS00875	HAMP domain-containing histidine kinase	NGO_0176
NC_002946.2	180058	180735	-	CDS	gene	NGO_RS00880	response regulator transcription factor	NGO_0177
NC_002946.2	180925	182739	-	CDS	gene	NGO_RS00885	O-antigen ligase C-terminal domain-containing protein	NGO_0178
NC_002946.2	182729	183082	-	CDS	gene	NGO_RS00890	DUF2069 domain-containing protein	NGO_0179
NC_002946.2	183091	183699	-	CDS	gene	NGO_RS00895	septum formation inhibitor Maf	NGO_0180
NC_002946.2	183743	184513	-	CDS	gene	tatC	twin-arginine translocase subunit TatC	NGO_0181
NC_002946.2	184526	185212	-	CDS	gene	tatB	twin-arginine translocase subunit TatB	NGO_0182
NC_002946.2	185216	185419	-	CDS	gene	tatA	Sec-independent protein translocase subunit TatA	NGO_0183
NC_002946.2	185466	185789	-	CDS	gene	NGO_RS00915	histidine triad nucleotide-binding protein	NGO_0184
NC_002946.2	185863	186186	-	CDS	gene	NGO_RS00920	phosphoribosyl-ATP diphosphatase	NGO_0185
NC_002946.2	186327	187391	-	CDS	gene	NGO_RS00925	2%2C3-butanediol dehydrogenase	NGO_0186
NC_002946.2	187663	188112	-	CDS	gene	NGO_RS00930	transposase	NGO_01000
NC_002946.2	188256	189374	-	CDS	gene	NGO_RS00935	histone deacetylase family protein	NGO_0187
NC_002946.2	189505	189771	+	CDS	gene	yajC	preprotein translocase subunit YajC	NGO_0188
NC_002946.2	189982	191835	+	CDS	gene	secD	protein translocase subunit SecD	NGO_0189
NC_002946.2	191839	192774	+	CDS	gene	secF	protein translocase subunit SecF	NGO_0190
NC_002946.2	192979	193248	+	CDS	gene	rpsO	30S ribosomal protein S15	NGO_0191
NC_002946.2	193526	194650	+	CDS	gene	potA	polyamine ABC transporter ATP-binding protein	NGO_0192
NC_002946.2	194666	194809	+	CDS	gene	NGO_RS00965	hypothetical protein	NGO_01035
NC_002946.2	194825	194968	+	CDS	gene	NGO_RS00970	hypothetical protein	NGO_01040
NC_002946.2	194984	195949	+	CDS	gene	NGO_RS00975	ABC transporter permease subunit	NGO_0195
NC_002946.2	195949	196836	+	CDS	gene	NGO_RS00980	ABC transporter permease subunit	NGO_0196
NC_002946.2	196963	198258	+	CDS	gene	NGO_RS00985	FAD-binding oxidoreductase	NGO_0197
NC_002946.2	198352	199656	-	CDS	gene	NGO_RS00990	ammonium transporter	NGO_0198
NC_002946.2	200272	201531	-	CDS	gene	rho	transcription termination factor Rho	NGO_0199
NC_002946.2	201752	204136	-	CDS	gene	ppsA	phosphoenolpyruvate synthase	NGO_0200
NC_002946.2	204491	205144	+	CDS	gene	NGO_RS01005	IS1595 family transposase	NGO_0201
NC_002946.2	205270	206091	+	CDS	gene	NGO_RS01010	kinase/pyrophosphorylase	NGO_0202
NC_002946.2	206177	206839	-	CDS	gene	NGO_RS01015	HAD family hydrolase	NGO_0203
NC_002946.2	206877	207704	-	CDS	gene	NGO_RS01020	ferritin-like domain-containing protein	NGO_0204
NC_002946.2	208087	208710	+	CDS	gene	lolA	outer membrane lipoprotein chaperone LolA	NGO_0205
NC_002946.2	208983	210119	+	CDS	gene	NGO_RS01030	polyamine ABC transporter substrate-binding protein	NGO_0206
NC_002946.2	210214	211197	+	CDS	gene	pglE	(galactosaminyl)2-N%2CN'-diacetylbacillosaminyl-alpha1-diphospho-di-trans%2Cocta-cis-undecaprenol synthase PglE	NGO_0207
NC_002946.2	211238	211768	+	CDS	gene	NGO_RS01040	gamma carbonic anhydrase family protein	NGO_0208
NC_002946.2	211936	213531	-	CDS	gene	NGO_RS01045	peptide chain release factor 3	NGO_0209
NC_002946.2	213638	214033	-	CDS	gene	hisI	phosphoribosyl-AMP cyclohydrolase	NGO_0210
NC_002946.2	214064	214831	-	CDS	gene	hisF	imidazole glycerol phosphate synthase subunit HisF	NGO_0211
NC_002946.2	214844	215581	-	CDS	gene	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	NGO_0212
NC_002946.2	215614	216252	-	CDS	gene	hisH	imidazole glycerol phosphate synthase subunit HisH	NGO_0213
NC_002946.2	216382	217884	-	CDS	gene	pta	phosphate acetyltransferase	NGO_0214
NC_002946.2	218069	219127	-	CDS	gene	NGO_RS01075	heme ABC transporter ATP-binding protein FbpC	NGO_0215
NC_002946.2	219148	220665	-	CDS	gene	NGO_RS01080	heme ABC transporter permease FbpB	NGO_0216
NC_002946.2	220733	221728	-	CDS	gene	NGO_RS01085	heme ABC transporter substrate-binding protein FbpA	NGO_0217
NC_002946.2	222119	222460	-	CDS	gene	NGO_RS01090	DUF4375 domain-containing protein	NGO_0218
NC_002946.2	222518	223894	-	CDS	gene	argH	argininosuccinate lyase	NGO_0219
NC_002946.2	223913	224782	-	CDS	gene	galU	UTP--glucose-1-phosphate uridylyltransferase GalU	NGO_0220
NC_002946.2	224810	225409	-	CDS	gene	rdgB	RdgB/HAM1 family non-canonical purine NTP pyrophosphatase	NGO_0221
NC_002946.2	225402	225635	-	CDS	gene	NGO_RS01110	hypothetical protein	NGO_0222
NC_002946.2	225743	226276	-	CDS	gene	NGO_RS01115	inorganic diphosphatase	NGO_0223
NC_002946.2	226378	226830	-	CDS	gene	nudB	dihydroneopterin triphosphate diphosphatase	NGO_0224
NC_002946.2	227047	227123	+	exon	tRNA	NGO_RS01125	tRNA-Pro	NGO_18801
NC_002946.2	227386	229272	+	CDS	gene	mafB	polymorphic toxin MafB class 2	NGO_0225
NC_002946.2	229300	229722	+	CDS	gene	NGO_RS01135	hypothetical protein	NGO_0226
NC_002946.2	229800	229883	+	CDS	pseudogene	NGO_RS01140	hypothetical protein	
NC_002946.2	229880	230122	+	CDS	gene	NGO_RS01145	immunity protein 31	
NC_002946.2	230200	230445	+	CDS	gene	NGO_RS01150	HNH endonuclease	NGO_0227
NC_002946.2	230448	230834	+	CDS	gene	NGO_RS01155	hypothetical protein	NGO_0228
NC_002946.2	230909	231052	+	CDS	gene	NGO_RS01160	HNH endonuclease	NGO_01225
NC_002946.2	231055	231444	+	CDS	gene	NGO_RS01165	hypothetical protein	NGO_0229
NC_002946.2	231484	232941	-	CDS	gene	NGO_RS01170	potassium transporter Trk	NGO_0230
NC_002946.2	232956	233786	-	CDS	gene	NGO_RS01175	symmetrical bis(5'-nucleosyl)-tetraphosphatase	NGO_0231
NC_002946.2	233863	234252	-	CDS	gene	NGO_RS01180	RidA family protein	NGO_0232
NC_002946.2	234399	234926	-	CDS	gene	nspA	outer membrane beta-barrel protein NspA	NGO_0233
NC_002946.2	235369	236544	-	CDS	gene	NGO_RS01190	oxygen-independent coproporphyrinogen III oxidase-like protein	NGO_0234
NC_002946.2	236601	239072	-	CDS	gene	ligA	NAD-dependent DNA ligase LigA	NGO_0235
NC_002946.2	239206	240492	-	CDS	gene	NGO_RS01200	cell division protein ZipA	NGO_0236
NC_002946.2	240686	241258	-	CDS	gene	ampD	1%2C6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	NGO_0237
NC_002946.2	241342	242338	+	CDS	pseudogene	mltG	endolytic transglycosylase MltG	NGO_0238
NC_002946.2	242398	243018	+	CDS	gene	NGO_RS01215	dTMP kinase	NGO_0239
NC_002946.2	243240	244520	+	CDS	gene	NGO_RS01220	malic enzyme	NGO_0240
NC_002946.2	244675	244883	+	CDS	pseudogene	NGO_RS01225	hypothetical protein	NGO_0241
NC_002946.2	244922	245953	+	CDS	gene	NGO_RS01230	tetraacyldisaccharide 4'-kinase	NGO_0242
NC_002946.2	246159	246692	+	CDS	gene	NGO_RS01235	DUF2059 domain-containing protein	NGO_0243
NC_002946.2	246914	247096	+	CDS	gene	NGO_RS01240	Trm112 family protein	NGO_0244
NC_002946.2	247093	247854	+	CDS	gene	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	NGO_0245
NC_002946.2	247877	248173	+	CDS	gene	NGO_RS01250	hypothetical protein	NGO_0246
NC_002946.2	248195	248392	+	CDS	gene	NGO_RS01255	hypothetical protein	NGO_0247
NC_002946.2	248549	248641	+	exon	tRNA	NGO_RS01260	tRNA-Ser	NGO_18806
NC_002946.2	248915	249700	+	CDS	gene	NGO_RS01265	tryptophan synthase subunit alpha	NGO_0248
NC_002946.2	249737	250609	+	CDS	gene	NGO_RS01270	acetyl-CoA carboxylase carboxyltransferase subunit beta	NGO_0249
NC_002946.2	250669	251280	-	CDS	gene	NGO_RS01275	CNP1-like family protein	NGO_0250
NC_002946.2	251388	251612	+	CDS	gene	NGO_RS01280	sulfurtransferase TusA family protein	NGO_0250a
NC_002946.2	251643	252026	+	CDS	pseudogene	NGO_RS01285	hypothetical protein	NGO_0252
NC_002946.2	252030	252518	-	CDS	gene	NGO_RS01290	transposase	NGO_0253
NC_002946.2	252527	252790	-	CDS	gene	NGO_RS01295	transposase	
NC_002946.2	253076	253273	+	CDS	pseudogene	NGO_RS01300	hypothetical protein	
NC_002946.2	253334	254368	+	CDS	gene	pyrC	dihydroorotase	NGO_0255
NC_002946.2	254447	254872	-	CDS	gene	nusB	transcription antitermination factor NusB	NGO_0256
NC_002946.2	254950	255426	-	CDS	gene	NGO_RS01315	6%2C7-dimethyl-8-ribityllumazine synthase	NGO_0257
