CP003909.1 224304 224762 dATPpyrophosphohydrolase gene-NGFG_00361
CP003909.1 225312 227198 MafBfamilyadhesinprotein gene-NGFG_00362
CP003909.1 227229 227648 hypotheticalprotein gene-NGFG_00363
CP003909.1 227755 227895 hypotheticalprotein gene-NGFG_02270
CP003909.1 227927 228169 hypotheticalprotein gene-NGFG_00364
CP003909.1 228495 228830 hypotheticalprotein gene-NGFG_00366
CP003909.1 228925 230382 TrkHfamilypotassiumuptakeprotein gene-NGFG_02271
CP003909.1 230397 231227 Bis(5'-nucleosyl)-tetraphosphatase gene-NGFG_02272
CP003909.1 231304 231693 endoribonucleaseL-PSP gene-NGFG_00368
CP003909.1 231840 232367 opacityprotein gene-NGFG_00369
CP003909.1 232810 233985 oxygen-independentcoproporphyrinogenIIIoxidase gene-NGFG_00371
CP003909.1 234042 236513 DNAligase gene-NGFG_00372
CP003909.1 236647 237933 hypotheticalprotein gene-NGFG_00373
CP003909.1 238127 238699 N-acetyl-anhydromuranmyl-L-alanineamidaseAmpD gene-NGFG_00374
CP003909.1 238783 239778 aminodeoxychorismatelyase gene-NGFG_00375
CP003909.1 239838 240458 thymidylatekinase gene-NGFG_00376
CP003909.1 240680 241960 malatedehydrogenase gene-NGFG_00377
CP003909.1 242115 242276 hypotheticalprotein gene-NGFG_00378
CP003909.1 242362 243393 tetraacyldisaccharide4'-kinase gene-NGFG_00379
CP003909.1 243599 244132 hypotheticalprotein gene-NGFG_02273
CP003909.1 244532 245293 3-deoxy-manno-octulosonatecytidylyltransferase gene-NGFG_00381
CP003909.1 245316 245612 hypotheticalprotein gene-NGFG_02274
CP003909.1 245634 245831 hypotheticalprotein gene-NGFG_00383
CP003909.1 246354 247139 tryptophansynthasealphachain gene-NGFG_00384
CP003909.1 247176 248048 acetyl-CoAcarboxylase%2Ccarboxyltransferase%2Cbetasubunit gene-NGFG_00385
CP003909.1 248108 248719 hypotheticalprotein gene-NGFG_00386
CP003909.1 248827 249051 UPF0033protein gene-NGFG_00387
CP003909.1 249082 249468 lipoprotein gene-NGFG_02275
CP003909.1 249469 250149 hypotheticalprotein gene-NGFG_02276
CP003909.1 250171 250467 hypotheticalprotein gene-NGFG_02277
CP003909.1 250772 251806 dihydroorotase gene-NGFG_00390
CP003909.1 251885 252310 transcriptionantiterminationfactorNusB gene-NGFG_00391
CP003909.1 252388 252864 6%2C7-dimethyl-8-ribityllumazinesynthase gene-NGFG_00392
CP003909.1 252911 253234 hypotheticalprotein gene-NGFG_00393
CP003909.1 253401 254120 ribonuclease3 gene-NGFG_02278
CP003909.1 254155 255090 GTPaseEra gene-NGFG_00396
CP003909.1 255243 255485 hypotheticalprotein gene-NGFG_02279
CP003909.1 255448 257229 lactoferrinbindingproteinB gene-NGFG_00398
CP003909.1 257381 260212 lactoferrin-bindingproteinA gene-NGFG_00400
CP003909.1 260687 261313 N-(5'-phosphoribosyl)anthranilateisomerase gene-NGFG_00401
CP003909.1 261372 261863 transcriptionelongationfactorgreB gene-NGFG_00402
CP003909.1 261963 263507 amidophosphoribosyltransferase gene-NGFG_00403
CP003909.1 263701 264198 colicinVproductionmembraneprotein gene-NGFG_00405
CP003909.1 264191 265231 celldivisionproteinFtsN gene-NGFG_00406
CP003909.1 265245 266519 FolCprotein gene-NGFG_00407
CP003909.1 266550 266990 transcriptionalregulatorFolI gene-NGFG_00408
CP003909.1 266995 267354 hypotheticalprotein gene-NGFG_00409
CP003909.1 267427 268164 polaraminoacidABCtransporterATP-bindingprotein gene-NGFG_00410
CP003909.1 268197 268766 hypotheticalprotein gene-NGFG_00411
CP003909.1 268763 269332 hypotheticalprotein gene-NGFG_00412
CP003909.1 269347 270126 ribosomalRNAsmallsubunitmethyltransferaseA gene-NGFG_00413
CP003909.1 270402 271031 hypotheticalprotein gene-NGFG_00414
CP003909.1 271114 272316 tryptophansynthasebetachain gene-NGFG_00415
CP003909.1 272392 276990 IgA-specificserineendopeptidaseautotransporter gene-NGFG_00416
CP003909.1 277376 279595 competenceproteinComA gene-NGFG_00417
CP003909.1 279665 280435 competencelipoproteinComL gene-NGFG_00418
CP003909.1 280467 281591 ribosomallargesubunitpseudouridinesynthaseD gene-NGFG_00419
CP003909.1 283145 283924 hypotheticalprotein gene-NGFG_00422
CP003909.1 283976 284455 rarelipoproteinB gene-NGFG_00423
CP003909.1 284457 285455 DNApolymeraseIII%2Cdeltasubunit gene-NGFG_00424
CP003909.1 285576 285995 hypotheticalprotein gene-NGFG_00425
CP003909.1 286020 286586 RDDfamilyprotein gene-NGFG_00426
CP003909.1 286677 287561 hypotheticalprotein gene-NGFG_00427
CP003909.1 287751 288137 UPF0114protein gene-NGFG_00428
CP003909.1 288137 288235 hypotheticalprotein gene-NGFG_00429
CP003909.1 288294 289157 alternativesigmafactorRpoH gene-NGFG_00430
CP003909.1 289421 290959 apolipoproteinN-acyltransferase gene-NGFG_00432
CP003909.1 291029 291769 hypotheticalprotein gene-NGFG_00433
CP003909.1 291964 293694 cellvolumeregulationpotassium/protonantiporter gene-NGFG_00435
CP003909.1 293691 294158 cytochromec gene-NGFG_02280
CP003909.1 294349 295359 ferrochelatase gene-NGFG_02281
CP003909.1 295441 296556 queuinetRNA-ribosyltransferase gene-NGFG_00439
CP003909.1 296864 298777 threonyl-tRNAsynthetase gene-NGFG_00440
CP003909.1 298912 299316 translationinitiationfactorIF-3 gene-NGFG_00441
CP003909.1 299463 299660 50SribosomalproteinL35 gene-NGFG_00442
CP003909.1 299673 300032 50SribosomalproteinL20 gene-NGFG_00443
CP003909.1 300273 301262 phenylalanyl-tRNAsynthetasealphachain gene-NGFG_00444
CP003909.1 301279 301692 DNAmismatchendonucleaseVsr gene-NGFG_00445
CP003909.1 301631 302032 DNA(cytosine-5-)-methyltransferase gene-NGFG_00446
CP003909.1 302046 302291 hypotheticalprotein gene-NGFG_00447
CP003909.1 302297 303046 restrictionendonuclease gene-NGFG_00448
CP003909.1 303137 305500 phenylalanyl-tRNAsynthetasebetachain gene-NGFG_00449
CP003909.1 305574 305876 integrationhostfactorsubunitalpha gene-NGFG_00450
CP003909.1 305860 306168 hypotheticalprotein gene-NGFG_00451
CP003909.1 306344 306829 FxsA-likemembraneprotein gene-NGFG_00452
CP003909.1 307021 307245 hypotheticalprotein gene-NGFG_00453
CP003909.1 307463 308764 adenosylmethionine-8-amino-7-oxononanoatetransaminase gene-NGFG_00454
CP003909.1 308761 309408 dethiobiotinsynthetase gene-NGFG_00455
CP003909.1 309423 309899 chorismate-pyruvatelyase gene-NGFG_00456
CP003909.1 310420 311310 4-hydroxybenzoateoctaprenyltransferase gene-NGFG_00458
CP003909.1 311495 311944 PTSIIA-likenitrogen-regulatoryproteinPtsN gene-NGFG_00459
CP003909.1 311948 312910 HPrkinase/phosphorylase gene-NGFG_00460
CP003909.1 312891 313745 UPF0042nucleotide-bindingprotein gene-NGFG_00461
CP003909.1 313826 314767 ribosomebiogenesisGTP-bindingproteinYlqF gene-NGFG_00462
CP003909.1 314868 315470 segregationandcondensationproteinB gene-NGFG_00463
CP003909.1 315654 317327 DNArepairproteinRecN gene-NGFG_00464
CP003909.1 318191 319810 tRNAU-345-methylaminomethyl-2-thiouridinebiosynthesisproteinMnmCdomainprotein gene-NGFG_00466
CP003909.1 319930 320298 hypotheticalprotein gene-NGFG_00467
CP003909.1 320341 321078 ubiquinone/menaquinonebiosynthesismethyltransferaseubiE gene-NGFG_00468
CP003909.1 321298 321777 hypotheticalprotein gene-NGFG_00469
CP003909.1 321904 322398 2-amino-4-hydroxy-6-hydroxymethyldihydropteridinediphosphokinase gene-NGFG_00470
CP003909.1 322408 322782 SirBfamilyregulatoryprotein gene-NGFG_00471
CP003909.1 322836 323012 hypotheticalprotein gene-NGFG_00472
CP003909.1 323043 323363 hypotheticalprotein gene-NGFG_00473
CP003909.1 323487 323780 RNAchaperoneHfq gene-NGFG_00474
CP003909.1 323909 324847 D-alanyl-D-alanineendopeptidase(penicillin-bindingprotein7) gene-NGFG_00475
CP003909.1 325174 325608 bacterioferritincomigratoryprotein gene-NGFG_00477
CP003909.1 325660 326535 tyrosinerecombinasexerD gene-NGFG_00478
CP003909.1 326707 326907 bacterioferritin-associatedferredoxin gene-NGFG_00479
CP003909.1 327073 327306 thioredoxin gene-NGFG_00480
CP003909.1 327678 328541 dTDP-4-dehydrorhamnosereductase gene-NGFG_00482
CP003909.1 328734 329597 phosphoribosylaminoimidazole-succinocarboxamidesynthase gene-NGFG_00483
CP003909.1 329834 331954 polyribonucleotidenucleotidyltransferase gene-NGFG_02282
CP003909.1 332027 332695 hypotheticalprotein gene-NGFG_00486
CP003909.1 332692 333006 lipoprotein gene-NGFG_00487
CP003909.1 333143 333994 diaminopimelateepimerase gene-NGFG_00488
CP003909.1 333991 334596 hypotheticalprotein gene-NGFG_00489
CP003909.1 334792 335724 cysteinesynthase gene-NGFG_00490
CP003909.1 335824 336729 aminoacidmetaboliteeffluxpump gene-NGFG_00491
CP003909.1 336729 336941 hypotheticalprotein gene-NGFG_00492
CP003909.1 337572 338591 signalpeptidaseI gene-NGFG_00495
CP003909.1 338737 340530 GTP-bindingproteinLepA gene-NGFG_00496
CP003909.1 340672 341373 MTA/SAHnucleosidase gene-NGFG_00497
CP003909.1 341541 342671 twitchingmotilityprotein gene-NGFG_00498
CP003909.1 342705 343682 DNApolymeraseIII%2Cdelta'subunit gene-NGFG_00499
CP003909.1 343686 344036 typeIVpilusassemblyproteinPilZ gene-NGFG_00500
CP003909.1 344041 344820 TatDfamilyhydrolase gene-NGFG_00501
CP003909.1 344846 345061 hypotheticalprotein gene-NGFG_00502
CP003909.1 345162 345473 Grx4familymonothiolglutaredoxin gene-NGFG_00503
CP003909.1 345473 345589 hypotheticalprotein gene-NGFG_02283
CP003909.1 345579 346205 uracilphosphoribosyltransferase gene-NGFG_00504
CP003909.1 346228 346548 hypotheticalprotein gene-NGFG_00505
CP003909.1 346717 347364 hypotheticalprotein gene-NGFG_00506
CP003909.1 347388 348212 hypotheticalprotein gene-NGFG_00507
CP003909.1 348212 349180 hypotheticalprotein gene-NGFG_00508
CP003909.1 349462 349884 hypotheticalprotein gene-NGFG_00509
CP003909.1 349902 350666 uroporphyrinogen-IIIsynthase gene-NGFG_00510
CP003909.1 350678 352012 hypotheticalprotein gene-NGFG_00511
CP003909.1 352009 353226 hemebiosynthesis-associatedproteinHemY gene-NGFG_00512
CP003909.1 353301 354365 uroporphyrinogendecarboxylase gene-NGFG_00513
CP003909.1 354428 356317 stress-sensitiverestrictionsystemprotein gene-NGFG_00514
CP003909.1 356318 357355 restrictionendonuclease gene-NGFG_00515
CP003909.1 357352 358476 DNA-cytosinemethyltransferase gene-NGFG_00516
CP003909.1 358491 358610 hypotheticalprotein gene-NGFG_00517
CP003909.1 358803 360182 DNArepairproteinRadA gene-NGFG_00518
CP003909.1 360457 360936 hypotheticalprotein gene-NGFG_00519
CP003909.1 361061 361420 phageshockproteinE gene-NGFG_00520
CP003909.1 361459 365061 exodeoxyribonucleaseV%2Cbetasubunit gene-NGFG_00521
CP003909.1 365138 366226 dyp-typeperoxidase gene-NGFG_00522
CP003909.1 366333 367157 aminoacidABCtransportersubstrate-bindingprotein gene-NGFG_00523
CP003909.1 367147 367863 His/Glu/Gln/Arg/opinefamilyaminoABCtransporter%2Cpermease%2C3-TMregion gene-NGFG_00524
CP003909.1 367873 368628 aminoacidABCtransporterATP-bindingprotein gene-NGFG_00525
CP003909.1 368684 370066 phosphoglucomutase gene-NGFG_00526
CP003909.1 370234 370743 peptidyl-prolylcis-transisomeraseB gene-NGFG_00527
CP003909.1 370863 372482 divalentanion:Na+symporter(DASS)familytransporter gene-NGFG_00528
CP003909.1 372507 372869 hypotheticalprotein gene-NGFG_00529
CP003909.1 372866 373072 hypotheticalprotein gene-NGFG_00530
CP003909.1 373133 373711 peptidyl-tRNAhydrolase gene-NGFG_00531
CP003909.1 373764 374042 proteinrnfH gene-NGFG_00532
CP003909.1 374035 374472 hypotheticalprotein gene-NGFG_00533
CP003909.1 374688 376655 celldivisionproteaseFtsH gene-NGFG_00534
CP003909.1 376719 377339 ribosomalRNAlargesubunitmethyltransferaseE gene-NGFG_00535
CP003909.1 377522 377731 RNA-bindingprotein gene-NGFG_00536
CP003909.1 377915 378916 delta-aminolevulinicaciddehydratase gene-NGFG_00537
CP003909.1 378980 380137 cystathioninebeta-lyase gene-NGFG_00538
CP003909.1 380340 381113 GTPcyclohydrolasefolE2 gene-NGFG_00539
CP003909.1 381310 381975 NAD(P)H-flavinoxidoreductase gene-NGFG_00541
CP003909.1 382030 382788 pseudouridinesynthase gene-NGFG_00542
CP003909.1 382813 383703 inorganicpolyphosphate/ATP-NADkinasePpnK gene-NGFG_00543
CP003909.1 383723 384289 hypotheticalprotein gene-NGFG_00544
CP003909.1 384339 385115 hypotheticalprotein gene-NGFG_00545
CP003909.1 385170 385814 TetRfamilytranscriptionalregulator gene-NGFG_00546
CP003909.1 385832 386872 UDP-N-acetylenolpyruvoylglucosaminereductase gene-NGFG_00547
CP003909.1 386916 388295 MATEeffluxfamilyprotein gene-NGFG_00548
